STID,Wind Sensor Height (m),Provider,Start Time,End Time,obs_time,obs_time_years
HWKC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
HLLC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:09:00Z,9255 days 21:09:00,25.341221765913758
HDZC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
HGLC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:36:00Z,9255 days 21:36:00,25.341273100616018
HLKC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:40:00Z,9255 days 21:40:00,25.341280705757093
HTSC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:51:00Z,9255 days 21:51:00,25.34130161989505
HTRC1,6.1,"Bureau of Land Management, National Park Service",1999-12-02T00:00:00Z,2025-04-04T21:23:00Z,9255 days 21:23:00,25.341248383907523
JWBC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:14:00Z,9255 days 21:14:00,25.341231272340103
JTAC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:17:00Z,9255 days 21:17:00,25.34123697619591
JULC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-10-13T00:00:00Z,2025-04-04T21:55:00Z,9305 days 21:55:00,25.47820176439273
JPRC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:52:00Z,9255 days 21:52:00,25.34130352118032
KNWC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:17:00Z,9255 days 21:17:00,25.34123697619591
KRNC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
KTLC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:50:00Z,9255 days 21:50:00,25.34129971860978
KNXC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:09:00Z,9255 days 21:09:00,25.341221765913758
LAHC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
LPZC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:54:00Z,9255 days 21:54:00,25.341307323750854
LDRC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
TABC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
LTRC1,6.1,"Bureau of Land Management, East Bay Regional Park District",1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
LSNC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:50:00Z,9255 days 21:50:00,25.34129971860978
LAFC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:10:00Z,9255 days 21:10:00,25.341223667199028
LCBC1,6.1,"Bureau of Land Management, Los Angeles Fire Department",1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
LICC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
LOAC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:10:00Z,9255 days 21:10:00,25.341223667199028
SLRC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
LSGC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:32:00Z,9255 days 21:32:00,25.341265495474943
LPOC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
LTHC1,6.1,"Bureau of Land Management, National Park Service",1999-10-13T00:00:00Z,2025-04-04T22:00:00Z,9305 days 22:00:00,25.478211270819074
COWC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T22:01:00Z,9255 days 22:01:00,25.34132063274774
MBUC1,6.1,"Bureau of Land Management, Los Angeles Fire Department",1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
LVMC1,6.1,"Bureau of Land Management, Contra Costa Water District",1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
VIOC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:52:00Z,9255 days 21:52:00,25.34130352118032
MPOC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:07:00Z,9255 days 21:07:00,25.34121796334322
MKEC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:48:00Z,9255 days 21:48:00,25.341295916039243
MCFC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
MDHC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-10-13T00:00:00Z,2025-04-04T21:51:00Z,9305 days 21:51:00,25.478194159251654
MLCC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
MMKC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:34:00Z,9255 days 21:34:00,25.34126929804548
BIJC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
MTIC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:47:00Z,9255 days 21:47:00,25.341294014753974
MTZC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
MLGC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-10-13T00:00:00Z,2025-04-04T21:52:00Z,9305 days 21:52:00,25.478196060536924
IDPC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:42:00Z,9255 days 21:42:00,25.34128450832763
OGVC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-10-13T00:00:00Z,2025-04-04T21:09:00Z,9305 days 21:09:00,25.478114305270363
OKNC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-16T00:00:00Z,2025-04-04T21:22:00Z,9241 days 21:22:00,25.302916571602402
OMTC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:26:00Z,9255 days 21:26:00,25.34125408776333
ONOC1,6.1,"Bureau of Land Management, City of Oakland Fire Dept",1999-12-02T00:00:00Z,2025-04-04T21:33:00Z,9255 days 21:33:00,25.34126739676021
OKSC1,6.1,"Bureau of Land Management, City of Oakland Fire Dept",1999-12-02T00:00:00Z,2025-04-04T21:33:00Z,9255 days 21:33:00,25.34126739676021
OPLC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:14:00Z,9255 days 21:14:00,25.341231272340103
OWNC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:02:00Z,9255 days 22:02:00,25.341322534033008
PCEC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
PRGC1,6.1,"Bureau of Land Management, National Park Service",2000-05-30T00:00:00Z,2025-04-04T22:00:00Z,9075 days 22:00:00,24.84850558977869
PKFC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
PMCC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
PIEC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:15:00Z,9255 days 21:15:00,25.34123317362537
PKCC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:10:00Z,9255 days 21:10:00,25.341223667199028
PLTC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
PPPC1,6.1,"Bureau of Land Management, Los Angeles Fire Department",1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
POTC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:27:00Z,9255 days 21:27:00,25.341255989048598
MIPC1,6.1,"Bureau of Land Management, San Francisco Public Utility",2002-05-11T00:00:00Z,2025-04-04T21:19:00Z,8364 days 21:19:00,22.901815727431742
PUGC1,6.1,"Bureau of Land Management, San Francisco Public Utility",1999-12-02T00:00:00Z,2025-04-04T21:18:00Z,9255 days 21:18:00,25.341238877481178
QTZC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
QYRC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:15:00Z,9255 days 21:15:00,25.34123317362537
RCHC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-10-13T00:00:00Z,2025-04-04T21:07:00Z,9305 days 21:07:00,25.478110502699824
RVYC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-10-13T00:00:00Z,2025-04-04T21:50:00Z,9305 days 21:50:00,25.478192257966384
RSPC1,6.1,"Bureau of Land Management, East Bay Regional Park District",1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
ROVC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:24:00Z,9255 days 21:24:00,25.34125028519279
RNDC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:15:00Z,9255 days 21:15:00,25.34123317362537
SDLC1,6.1,"Bureau of Land Management, Los Angeles Fire Department",1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
SBIC1,6.1,"Bureau of Land Management, National Park Service",1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
SNCC1,6.1,"Bureau of Land Management, National Park Service",1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
STFC1,6.1,"Bureau of Land Management, Los Angeles Fire Department",1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
SRTC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
RSAC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:29:00Z,9255 days 21:29:00,25.341259791619134
SRUC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:54:00Z,9255 days 21:54:00,25.341307323750854
SAUC1,6.1,"Bureau of Land Management, Los Angeles Fire Department",1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
SWBC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:22:00Z,9255 days 21:22:00,25.341246482622253
CFCC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:31:00Z,9255 days 21:31:00,25.341263594189673
SETC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
SHQC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:55:00Z,9255 days 21:55:00,25.341309225036124
SMSC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:32:00Z,9255 days 21:32:00,25.341265495474943
ATRC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:52:00Z,9255 days 21:52:00,25.34130352118032
SOAC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:21:00Z,9255 days 21:21:00,25.341244581336984
SDRC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:13:00Z,9255 days 21:13:00,25.341229371054833
SMBC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:16:00Z,9255 days 21:16:00,25.34123507491064
HSPC1,6.1,"Bureau of Land Management, San Francisco Public Utility",1999-12-02T00:00:00Z,2025-04-04T21:18:00Z,9255 days 21:18:00,25.341238877481178
SQSC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:51:00Z,9255 days 21:51:00,25.34130161989505
SMDC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:33:00Z,9255 days 21:33:00,25.34126739676021
TANC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T22:01:00Z,9255 days 22:01:00,25.34132063274774
TCKC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
DBLN2,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T21:47:00Z,9255 days 21:47:00,25.341294014753974
TCAC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:28:00Z,9255 days 21:28:00,25.341257890333864
VLCC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-10-13T00:00:00Z,2025-04-04T21:14:00Z,9305 days 21:14:00,25.478123811696708
VABC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:31:00Z,9255 days 21:31:00,25.341263594189673
ONYC1,6.1,"Bureau of Land Management, National Interagency Fire Center",1999-12-02T00:00:00Z,2025-04-04T22:00:00Z,9255 days 22:00:00,25.34131873146247
WMSC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
WEEC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:48:00Z,9255 days 21:48:00,25.341295916039243
WWDC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:56:00Z,9255 days 21:56:00,25.341311126321393
CISC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:33:00Z,9255 days 21:33:00,25.34126739676021
WITC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-12-02T00:00:00Z,2025-04-04T21:25:00Z,9255 days 21:25:00,25.34125218647806
WTHC1,6.1,"Bureau of Land Management, Los Angeles Fire Department",1999-12-02T00:00:00Z,2025-04-04T21:57:00Z,9255 days 21:57:00,25.341313027606663
WVTC1,6.1,"Bureau of Land Management, National Park Service",1999-12-02T00:00:00Z,2025-04-04T21:24:00Z,9255 days 21:24:00,25.34125028519279
WWRC1,6.1,"Bureau of Land Management, National Park Service",1999-12-02T00:00:00Z,2025-04-04T21:53:00Z,9255 days 21:53:00,25.341305422465588
YOBC1,6.1,"Bureau of Land Management, USDA Forest Service",1999-12-02T00:00:00Z,2025-04-04T21:35:00Z,9255 days 21:35:00,25.34127119933075
UCCC1,6.1,"Bureau of Land Management, California Department of Forestry",1999-10-13T00:00:00Z,2025-04-04T21:56:00Z,9305 days 21:56:00,25.478203665678
BHRC2,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:58:00Z,9747 days 21:58:00,26.688337516160924
LPRC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:57:00Z,9746 days 21:57:00,26.685597764088524
BLPC2,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:57:00Z,10320 days 21:57:00,28.25712411590235
CPTC2,6.1,"Bureau of Land Management, USDA Forest Service",1999-05-15T00:00:00Z,2025-04-04T21:09:00Z,9456 days 21:09:00,25.89152977412731
CHAC2,6.1,"Bureau of Land Management, National Park Service",2000-03-24T00:00:00Z,2025-04-04T21:30:00Z,9142 days 21:30:00,25.031884553958477
CHRC2,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:23:00Z,10320 days 21:23:00,28.25705947220321
CGRC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:49:00Z,9747 days 21:49:00,26.688320404593505
CMEC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:48:00Z,9747 days 21:48:00,26.688318503308235
DHOC2,6.1,"Bureau of Land Management, USDA Forest Service",1997-06-19T00:00:00Z,2025-04-04T21:57:00Z,10151 days 21:57:00,27.794427332877024
DMMC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:49:00Z,9747 days 21:49:00,26.688320404593505
DYKC2,6.1,"Bureau of Land Management, USDA Forest Service",1997-01-01T00:00:00Z,2025-04-04T21:58:00Z,10320 days 21:58:00,28.25712601718762
SURC2,6.1,"Bureau of Land Management, National Park Service",1998-07-30T00:00:00Z,2025-04-04T21:22:00Z,9745 days 21:22:00,26.682793368316982
DJTC2,6.1,"Bureau of Land Management, USDA Forest Service",1999-08-06T00:00:00Z,2025-04-04T21:56:00Z,9373 days 21:56:00,25.664377519202983
DRAC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:18:00Z,9746 days 21:18:00,26.68552361396304
DRYC2,6.1,"Bureau of Land Management, USDA Forest Service",2000-03-24T00:00:00Z,2025-04-04T21:56:00Z,9142 days 21:56:00,25.031933987375467
FCRC2,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-29T00:00:00Z,2025-04-04T21:58:00Z,9746 days 21:58:00,26.685599665373793
GDRC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:46:00Z,10320 days 21:46:00,28.257103201764394
GSPC2,6.1,"Bureau of Land Management, National Interagency Fire Center",2000-03-24T00:00:00Z,2025-04-04T21:46:00Z,9142 days 21:46:00,25.031914974522778
GPRC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:13:00Z,10320 days 21:13:00,28.25704045935052
HCKC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:18:00Z,10320 days 21:18:00,28.257049965776865
HMEC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:48:00Z,10320 days 21:48:00,28.25710700433493
JCRC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:50:00Z,10320 days 21:50:00,28.25711080690547
JAYC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:52:00Z,10320 days 21:52:00,28.257114609476005
LODC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:23:00Z,10320 days 21:23:00,28.25705947220321
LKGC2,6.1,"Bureau of Land Management, USDA Forest Service",1998-07-28T00:00:00Z,2025-04-04T21:46:00Z,9747 days 21:46:00,26.6883147007377
LDRC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-28T00:00:00Z,2025-04-04T21:49:00Z,9747 days 21:49:00,26.688320404593505
MMRC2,6.1,"Bureau of Land Management, Bureau of Indian Affairs Pine Ridge Agency",1997-01-01T00:00:00Z,2025-04-04T21:09:00Z,10320 days 21:09:00,28.257032854209445
NUCC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1998-07-29T00:00:00Z,2025-04-04T21:58:00Z,9746 days 21:58:00,26.685599665373793
PNRC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:34:00Z,10320 days 21:34:00,28.257080386341165
PIRC2,6.1,"Bureau of Land Management, National Interagency Fire Center",1997-01-01T00:00:00Z,2025-04-04T21:23:00Z,10320 days 21:23:00,28.25705947220321
